age_at_marriage,marriage_duration_years,num_children,education_level,employment_status,combined_income,religious_compatibility,cultural_background_match,communication_score,conflict_frequency,conflict_resolution_style,financial_stress_level,mental_health_issues,infidelity_occurred,counseling_attended,social_support,shared_hobbies_count,marriage_type,pre_marital_cohabitation,domestic_violence_history,trust_score,divorced
23,13,1,High School,Full-time,62860,Different Religion,0,6.05902018475339,1,Collaborative,7.46759942871032,1,0,0,5.83530708569638,4,Love,0,0,8.12098161023515,0
28,1,3,High School,Full-time,68980,Not Religious,1,8.92119459537082,2,Collaborative,7.49263904103331,1,0,0,4.210417347135,3,Love,0,0,9.32766164724075,0
24,1,1,High School,Full-time,67299,Different Religion,1,9.0640525041962,3,Collaborative,1.95817998002924,0,1,0,4.87920886111156,4,Love,1,0,7.87069101223995,0
32,4,1,High School,Part-time,62728,Same Religion,0,5.75564014303713,4,Collaborative,4.38520906650622,1,0,0,3.59771225396552,2,Love,1,0,7.63791719234929,0
27,16,3,High School,Unemployed,63543,Same Religion,1,4.54485556908758,3,Collaborative,1,0,0,1,7.94204229158635,1,Love,1,0,6.5161994097714,1
23,2,2,Master,Full-time,37788,Same Religion,1,8.64555049685023,2,Collaborative,5.66292510526286,0,1,0,7.09919672109863,5,Love,1,0,5.58374708725959,0
26,1,2,Bachelor,Homemaker,46974,Not Religious,1,7.9546718006498,6,Passive,6.47877217758798,0,0,1,2.28886930825127,5,Love,1,0,5.15757163034266,0
30,1,1,High School,Homemaker,95546,Same Religion,1,6.51979780208462,4,Aggressive,1.54444910613088,0,0,0,6.2394050649859,3,Love,0,0,8.60094223529488,0
25,19,3,High School,Full-time,73457,Same Religion,1,4.16779356297172,1,Collaborative,6.62592661097609,1,0,1,3.53201637198621,4,Arranged,1,0,5.95397109377893,0
23,10,2,High School,Full-time,81212,Not Religious,0,2.73563548279507,3,Passive,7.35771838605789,0,0,0,7.76705755936103,5,Love,0,0,4.12652359933934,1
29,2,2,Master,Full-time,53092,Same Religion,1,7.6048262599466,1,Aggressive,8.72576928583724,0,0,0,3.72077476511894,4,Arranged,1,0,6.41122048386975,0
29,8,2,Bachelor,Part-time,61587,Not Religious,1,4.97959158408553,1,Collaborative,4.59745433379532,0,1,0,1.29039875352727,1,Love,0,0,6.79704689022688,0
25,7,1,High School,Full-time,70533,Not Religious,1,4.92728624080346,3,Aggressive,6.18530761595479,0,1,0,6.69513407768705,5,Arranged,1,0,5.59500132818328,1
25,10,2,Bachelor,Full-time,84114,Same Religion,1,6.94293516181868,2,Avoidant,8.29569377401494,0,0,0,7.3416633716876,6,Other,1,0,4.34686405089727,1
29,2,1,Bachelor,Part-time,56947,Same Religion,1,5.00722294557039,1,Aggressive,2.03771199714465,0,1,0,7.62880345006896,3,Love,0,0,8.15839219299147,0
20,19,0,High School,Part-time,69541,Different Religion,0,5.09101038345192,2,Collaborative,4.64367182461142,0,0,1,5.57282843333473,3,Love,0,0,8.01880670571885,0
20,3,2,Bachelor,Full-time,74213,Same Religion,1,4.64347969796592,6,Aggressive,1.77098196449417,0,0,1,5.97024876442192,0,Love,1,0,2.26857238815927,1
24,11,1,Bachelor,Homemaker,78698,Same Religion,1,7.41839267818773,1,Aggressive,5.10893564361227,1,0,0,7.09812975064491,8,Arranged,1,0,6.66969058519415,0
26,1,4,High School,Part-time,55967,Same Religion,1,4.11945495854756,3,Aggressive,4.42647899306716,0,0,0,8.07659165116423,3,Love,1,0,6.95652074326614,0
29,4,2,Bachelor,Full-time,85634,Same Religion,1,3.05455667298718,1,Avoidant,3.39584988896486,0,0,0,5.60899039311403,1,Love,0,0,8.27454827173117,0
35,4,1,Master,Part-time,31550,Same Religion,1,4.09927663543155,2,Collaborative,6.53778862774315,0,0,0,5.25949696132779,2,Love,1,0,3.26371182075775,0
32,7,0,Bachelor,Full-time,37410,Same Religion,1,8.88032656869059,0,Avoidant,3.09553570635311,0,1,0,1.30346371833094,7,Arranged,1,0,4.96513180716199,0
27,1,0,Bachelor,Full-time,69613,Same Religion,1,4.8391426899008,1,Passive,4.00251001896712,1,0,1,6.14076719775124,4,Love,1,0,8.08093551512914,1
27,15,2,Bachelor,Full-time,69085,Same Religion,1,6.98385652490894,2,Aggressive,7.79248361211098,0,0,0,8.69387523154714,2,Arranged,1,0,6.96147548619839,0
22,2,1,Bachelor,Full-time,55301,Same Religion,1,5.38230888634195,2,Collaborative,10,1,0,0,7.44359337030971,3,Love,1,0,6.43655835709363,0
27,11,1,Master,Full-time,51154,Same Religion,0,5.60563074830289,2,Aggressive,8.57817685296198,0,0,1,8.05472618426657,2,Love,1,0,10,0
26,16,2,Bachelor,Full-time,51420,Different Religion,1,8.74843308338416,1,Passive,5.65640852567325,0,1,0,6.95624271775036,5,Arranged,1,0,9.48318556014353,0
29,8,0,High School,Part-time,42019,Same Religion,1,6.25310737217042,2,Aggressive,6.83524153502785,0,0,1,6.6070773311398,2,Arranged,0,0,4.58148207047633,1
23,13,4,Bachelor,Part-time,59101,Not Religious,1,9.33432606828223,2,Collaborative,5.73496753464044,1,1,0,4.11077809328262,3,Love,0,0,6.78118346776095,0
30,10,1,Bachelor,Full-time,28879,Same Religion,1,9.8779433275476,2,Collaborative,1,0,0,1,4.74648377566092,6,Love,0,0,4.40867419109825,0
35,4,0,Bachelor,Full-time,82640,Same Religion,1,9.16836378973982,0,Avoidant,1,1,0,0,3.50783072167753,0,Love,0,0,6.99504065866467,0
27,16,2,Master,Unemployed,67637,Different Religion,0,4.96031131170411,3,Avoidant,4.28863615307631,0,0,0,7.35479411500325,2,Love,1,0,8.84981314028472,0
30,3,0,Master,Full-time,85875,Same Religion,0,6.35202738809625,2,Collaborative,9.80276453469506,0,0,0,8.3452882379417,5,Love,1,0,5.58201009231713,1
31,8,0,High School,Full-time,63220,Same Religion,1,8.96579165774486,2,Collaborative,2.02087079842442,0,0,1,8.35736137203409,3,Love,1,0,6.51391663120334,0
25,13,0,PhD,Full-time,59256,Same Religion,1,7.59258523288549,3,Aggressive,6.82348717718698,0,0,0,3.8759628726862,4,Love,0,0,2.03178881901714,0
29,4,0,Bachelor,Unemployed,62508,Same Religion,1,8.32805102425371,1,Collaborative,1.87960843502184,0,0,0,5.38521825406829,2,Love,0,0,6.24320200650105,0
28,3,4,Master,Unemployed,46009,Same Religion,1,8.49998192140534,1,Collaborative,7.27917353946309,1,0,0,2.86801729663685,3,Other,1,0,5.55521178552571,0
28,6,2,Master,Unemployed,35130,Same Religion,1,8.60701028249299,2,Passive,6.39629156416804,0,0,1,3.74354615034314,5,Love,0,0,6.6074584424464,1
24,17,4,Bachelor,Full-time,40309,Same Religion,0,4.03791005410207,3,Collaborative,1.84199643289974,0,1,0,3.70137978502736,4,Arranged,1,0,4.95006734444333,1
28,26,1,Bachelor,Unemployed,51473,Not Religious,1,5.89729219890985,1,Aggressive,5.2901647186705,0,0,0,8.79267088150518,2,Arranged,1,0,4.17951040859879,1
30,7,2,PhD,Full-time,42333,Different Religion,1,4.71721485741018,3,Avoidant,6.63736018951426,1,0,0,5.31588099754642,2,Love,0,0,8.36884810262566,1
35,10,1,High School,Full-time,86974,Same Religion,1,5.77647362747493,3,Aggressive,5.57525453032209,0,0,0,3.39186426761433,4,Love,1,0,3.92502243128253,0
32,23,0,High School,Part-time,45892,Not Religious,1,6.43315711511169,1,Aggressive,7.98425214458555,0,0,1,4.46632174455688,3,Love,1,0,3.94620747832857,0
38,1,1,Bachelor,Part-time,67872,Same Religion,1,6.2158013436875,1,Collaborative,6.79293223884244,0,0,0,8.12434328593263,4,Love,1,0,6.38051893503897,0
24,2,2,Master,Full-time,71687,Same Religion,0,4.82914078179814,2,Collaborative,9.61882241368832,0,0,1,6.29055670295541,3,Love,0,1,10,1
32,12,2,PhD,Full-time,84748,Different Religion,1,3.47509068427974,0,Collaborative,8.96083785679722,0,0,1,3.95091632757841,3,Love,1,0,6.44916811602431,1
28,17,2,High School,Unemployed,73633,Same Religion,1,2.95918791553218,3,Collaborative,6.24766343307917,0,0,0,8.55650259200109,2,Arranged,0,0,4.74105892547092,0
38,19,1,Master,Homemaker,56530,Same Religion,0,9.66375097104386,1,Aggressive,7.0618332479552,0,0,0,6.84025855619419,2,Arranged,0,0,4.72075098299819,1
23,5,1,High School,Part-time,94119,Same Religion,0,8.48461992195991,3,Aggressive,4.47047526785024,0,0,0,4.43793252540876,4,Love,1,0,6.9524945072736,0
23,1,2,No Formal Education,Full-time,35119,Same Religion,0,6.68808523301588,2,Avoidant,6.04137887687708,0,0,1,5.87928826581391,5,Love,0,0,7.3957346167412,0
25,5,0,Bachelor,Unemployed,41198,Same Religion,1,1,1,Passive,6.68002582469917,0,0,0,7.81378351144133,1,Arranged,1,0,4.72069410848097,0
18,2,0,High School,Unemployed,64398,Different Religion,0,4.36132204048118,4,Collaborative,3.63628422967837,1,0,0,4.58357315609069,1,Love,0,0,1.96094535303706,1
25,3,1,High School,Part-time,61717,Same Religion,0,7.00356091756072,2,Avoidant,8.82627052443655,0,0,0,6.93059632366282,5,Arranged,1,0,5.34303322923123,1
24,14,2,High School,Full-time,76342,Same Religion,0,7.69529448450895,2,Aggressive,4.04660879903084,0,0,0,6.55682533300618,7,Love,1,0,9.17435144909156,0
28,1,3,High School,Full-time,63211,Same Religion,0,5.38027618104695,2,Avoidant,5.76678378211828,0,0,0,4.30628315860583,2,Love,1,0,4.76435705987972,1
29,17,2,Master,Full-time,67380,Not Religious,0,7.11304440553503,2,Passive,4.54558507714155,0,0,0,4.12842756078369,3,Love,0,0,5.68242704469003,1
37,5,1,High School,Full-time,79923,Same Religion,1,5.81317397161287,3,Aggressive,8.67628478889,0,0,0,1.40958875774889,1,Arranged,1,0,2.81118337079472,0
32,9,2,No Formal Education,Full-time,62815,Same Religion,1,8.27241487016601,4,Collaborative,1.55629456213284,0,0,0,5.1344655948727,4,Love,0,0,6.51777578208844,0
25,1,1,Bachelor,Part-time,73591,Different Religion,1,5.9265188785798,2,Aggressive,1.80243319639097,0,0,0,2.2447135818037,3,Love,1,0,4.7193690662623,0
23,4,3,Bachelor,Full-time,44887,Same Religion,1,5.85864475644419,2,Collaborative,3.51464273586603,0,0,0,2.43090606925153,5,Love,1,0,5.86346399583118,0
30,1,1,High School,Unemployed,46206,Same Religion,1,5.00242535464796,4,Passive,4.05643881884436,1,0,0,1.74929150990549,1,Love,1,0,4.63184207072809,0
21,32,0,Master,Full-time,77620,Same Religion,1,7.51168169574968,2,Aggressive,5.1373888496403,0,0,0,5.25211152727499,1,Love,0,1,2.91904104875461,1
37,16,1,Bachelor,Full-time,62420,Same Religion,1,6.8326779627905,1,Aggressive,1.8050131225637,0,0,0,7.63757235066029,4,Love,0,0,5.42239388845245,0
33,6,0,Master,Unemployed,63385,Same Religion,1,3.6867276161174,1,Aggressive,5.6293866718338,1,0,0,3.62656315786383,3,Arranged,0,0,9.8439947741356,1
25,2,3,No Formal Education,Full-time,46129,Same Religion,1,6.77618998544321,1,Avoidant,1.76066161167742,1,0,1,8.13204068959177,5,Arranged,1,1,8.44426623393017,1
19,27,1,High School,Full-time,51826,Same Religion,1,6.37371159556372,2,Collaborative,5.33887888707853,0,0,0,8.2155488988443,4,Arranged,0,0,6.49641299566241,1
34,4,2,High School,Full-time,65734,Not Religious,1,7.92714420691686,0,Aggressive,7.97686535910669,0,0,0,3.96183365728856,1,Love,1,0,4.69761590117511,1
27,1,1,Master,Unemployed,53978,Same Religion,0,5.82034327476561,0,Collaborative,7.14475999669917,0,0,0,1.96023536368638,2,Love,0,0,5.42643798740305,0
34,8,4,Master,Homemaker,42761,Same Religion,1,4.05211915470327,2,Collaborative,4.12956835108058,1,0,0,7.97184569513642,3,Love,0,0,8.0442884823374,1
20,28,0,Bachelor,Part-time,42993,Not Religious,1,5.09671048708062,4,Avoidant,3.47889991987885,0,0,0,8.43531774681629,2,Love,0,0,6.01251526283666,1
25,1,0,Bachelor,Unemployed,47253,Same Religion,1,9.6685968964142,4,Collaborative,10,0,0,0,5.88199328055157,3,Arranged,1,0,5.39136385368213,0
28,2,2,Bachelor,Full-time,53221,Same Religion,1,5.57470909616307,1,Collaborative,6.72576341271132,0,0,0,6.12219236656088,5,Love,1,0,5.30167205497691,1
28,27,1,Bachelor,Homemaker,54469,Same Religion,0,8.06660432895168,2,Avoidant,6.63428725552956,0,0,0,6.06913082607273,8,Love,1,0,5.92097398008106,0
25,1,2,High School,Homemaker,91367,Same Religion,1,3.2592355815433,1,Avoidant,7.52775863969615,0,0,0,6.71635460543953,3,Love,1,0,10,0
31,1,1,Bachelor,Part-time,78483,Same Religion,1,6.79190010513781,2,Aggressive,6.42629229652697,0,0,0,7.59238006007063,4,Love,1,0,4.38673508351776,0
22,8,1,High School,Unemployed,65938,Same Religion,0,2.93328233820306,2,Aggressive,6.40787225856357,1,0,0,4.98663537128891,0,Love,1,0,5.69436176842294,1
27,19,0,Bachelor,Part-time,97247,Not Religious,0,6.14038058783957,5,Aggressive,5.89262762647645,0,0,0,3.72489811688484,5,Other,0,0,6.45237684137012,0
28,6,2,No Formal Education,Full-time,57689,Same Religion,1,4.51914523627202,0,Collaborative,5.81421237102832,1,0,0,5.00086766499598,6,Love,1,0,8.26754484746834,0
30,40,1,Master,Homemaker,69509,Same Religion,1,4.15101035132142,3,Avoidant,4.30904039145138,0,0,0,6.11707464119002,2,Arranged,1,1,10,0
31,11,0,PhD,Part-time,66576,Same Religion,1,3.91401719634407,6,Collaborative,4.827240474044,1,0,1,7.05469023761794,3,Love,1,0,8.20210691838773,0
22,1,2,Master,Part-time,69450,Different Religion,1,5.57233520866783,2,Collaborative,8.8301109028029,0,0,0,7.83861791375357,3,Arranged,1,0,4.10954334649733,0
20,40,2,Bachelor,Part-time,45031,Same Religion,0,2.19899434374605,2,Avoidant,7.14660416546251,0,1,1,7.3614961419423,4,Love,1,0,7.36392055505557,1
34,5,1,Master,Homemaker,53911,Different Religion,0,3.1215217030472,3,Aggressive,2.96954024234414,0,0,0,6.61002206751284,3,Love,1,0,8.04776548708579,0
29,3,1,PhD,Unemployed,43769,Different Religion,1,6.1872579426538,0,Aggressive,7.34635243749351,0,0,0,4.9549240943388,2,Love,1,0,5.42818455006113,1
24,8,2,PhD,Full-time,68153,Same Religion,0,2.50576143110432,1,Aggressive,4.84306136377953,0,1,0,2.28416374185084,0,Love,1,0,4.20857429694674,1
35,3,1,Bachelor,Full-time,60066,Same Religion,1,2.95674780953243,1,Collaborative,3.17115038069043,0,0,0,7.68683880787408,2,Love,0,0,6.8026888145053,0
28,1,1,High School,Homemaker,22356,Same Religion,1,9.57332503243712,1,Avoidant,6.06800969540617,0,0,0,9.72207332829715,4,Love,1,0,6.81812782424367,0
33,1,2,High School,Part-time,70271,Same Religion,1,9.14246577671314,3,Avoidant,2.89101646616885,0,1,0,5.20198854754453,1,Love,1,0,6.4806830804024,0
28,5,0,High School,Homemaker,64334,Same Religion,0,4.33503654927042,2,Collaborative,2.76768328586262,0,0,1,8.05340918407875,4,Love,1,0,2.78512386882524,0
38,18,3,No Formal Education,Unemployed,94084,Not Religious,0,6.65815872917221,3,Collaborative,8.23250805056523,0,0,0,2.97118283764062,1,Love,1,0,6.82545692822639,0
36,8,2,Bachelor,Part-time,78540,Different Religion,1,4.35197563040655,1,Collaborative,1.97141460656192,0,0,0,4.98880016019538,7,Love,0,0,8.3455871313416,0
26,40,1,Master,Full-time,82256,Same Religion,1,4.43652641809788,1,Collaborative,5.52963886341234,0,0,0,3.46828077669562,4,Love,1,0,7.2534635016993,0
32,3,3,Bachelor,Full-time,37423,Different Religion,1,1,5,Aggressive,7.22895707386968,0,1,0,9.19832322747158,1,Love,0,0,4.79760235753673,0
31,3,5,Bachelor,Part-time,82364,Different Religion,0,9.0574909878788,2,Aggressive,2.97552212346438,0,1,0,4.60526021693649,10,Love,0,0,6.83577337160155,0
34,1,1,High School,Full-time,56102,Same Religion,1,7.10913469662531,2,Aggressive,7.78155209037425,0,0,0,6.15427064768589,3,Love,1,0,8.10535644327085,0
23,1,1,High School,Unemployed,46161,Same Religion,1,7.48482691050813,2,Collaborative,6.58682881864938,0,0,0,6.59168316418428,7,Love,1,0,6.16126118288701,0
31,3,2,Bachelor,Unemployed,13091,Same Religion,1,7.06469440398891,3,Collaborative,10,0,0,0,9.7097714090937,4,Love,0,0,5.98872290047356,0
33,15,2,Bachelor,Full-time,86267,Same Religion,1,5.60171931054576,5,Collaborative,5.42365397466434,0,0,0,4.27128696430355,2,Love,0,0,5.96660096244672,1
19,23,0,High School,Unemployed,54308,Same Religion,1,5.02860659256866,3,Collaborative,9.74302900396763,0,0,0,7.67513108760853,0,Arranged,1,0,6.76279113985842,1
22,36,0,Master,Full-time,57555,Not Religious,0,5.9308149846714,0,Collaborative,2.04934303264642,1,0,0,4.23497426937756,1,Love,1,0,4.49647785289133,0
18,2,4,Bachelor,Full-time,66420,Same Religion,1,8.93136767539306,2,Aggressive,3.09029747436583,0,0,0,5.72558382748281,4,Love,1,0,8.36799654874933,1
26,21,1,Master,Full-time,97245,Not Religious,1,6.0461304421641,1,Aggressive,7.83600489978084,0,0,1,10,2,Love,0,0,6.97473550185047,1
31,3,0,High School,Homemaker,55483,Same Religion,1,9.8821926248451,3,Passive,3.68169608368282,0,0,0,6.21601752781917,4,Arranged,1,0,7.50356910802974,1
35,1,0,Bachelor,Full-time,59691,Same Religion,1,4.44613856293708,2,Collaborative,3.90117119183807,0,0,0,7.72958666629487,3,Love,1,0,5.29843194262456,1
28,20,2,High School,Full-time,79372,Not Religious,1,3.01994095688753,0,Collaborative,9.78018306529809,0,0,0,6.43253497533981,4,Love,0,0,7.19026903127668,0
36,10,2,Master,Full-time,54417,Same Religion,1,4.15611481128007,2,Avoidant,6.77303232829076,1,0,0,6.41599170663487,4,Love,1,0,7.39395157412051,0
21,1,3,Bachelor,Full-time,43375,Not Religious,1,5.68016300259356,1,Collaborative,6.43756813702512,0,0,0,7.42445889596278,3,Arranged,0,0,7.85800291297538,1
19,5,1,Bachelor,Part-time,16232,Same Religion,1,8.7775810313841,2,Collaborative,5.79940814976542,0,0,0,4.20257018481231,4,Love,0,0,5.44634741298233,0
27,3,2,PhD,Full-time,86725,Not Religious,1,5.03059224980632,0,Collaborative,6.04446233446423,0,0,0,6.69075893897162,6,Arranged,1,0,4.69048972288623,1
29,13,2,High School,Unemployed,64774,Same Religion,1,3.08387297643498,1,Avoidant,1,0,1,0,2.76246218798014,0,Arranged,1,0,4.66682670077128,1
27,6,2,High School,Full-time,70921,Same Religion,1,6.02607759132857,1,Aggressive,5.49094634560636,0,0,1,3.96716996745236,0,Love,0,0,5.63372717803968,0
18,40,0,Master,Part-time,50276,Different Religion,1,8.44359719412881,1,Aggressive,3.33881589333359,0,0,1,8.56200553648446,6,Love,0,0,7.06564069240928,0
27,1,1,Bachelor,Full-time,73594,Different Religion,1,5.9910920370866,0,Collaborative,7.61885155363185,1,0,0,4.26289421060125,3,Love,0,0,6.28812487832814,0
21,4,2,High School,Homemaker,48324,Same Religion,1,6.40345004270977,3,Passive,3.30510615709925,0,1,0,7.60509829567067,3,Love,1,0,7.5343623028179,1
31,6,0,Bachelor,Full-time,63253,Not Religious,1,5.94591396456418,2,Aggressive,3.68271777589292,1,0,1,1,3,Arranged,1,0,6.86695798076912,0
29,6,0,High School,Unemployed,62156,Different Religion,1,5.57887436371229,2,Collaborative,1.66212193194663,0,0,0,4.64767344582203,1,Love,1,0,6.14393318795299,0
23,3,3,High School,Unemployed,82586,Same Religion,1,10,3,Avoidant,6.64856363781791,0,0,0,4.97501861903784,5,Arranged,1,0,8.74557317254472,0
25,13,2,Bachelor,Unemployed,72940,Same Religion,1,8.62726209247548,2,Avoidant,8.63701170037914,1,0,0,4.74800204244534,5,Love,1,0,4.43461316823333,0
22,20,2,Master,Unemployed,47469,Same Religion,1,9.74782191456093,3,Avoidant,2.8224107065,0,0,0,5.7434338219699,7,Arranged,0,0,7.66773637155153,0
27,27,1,Bachelor,Full-time,72025,Same Religion,1,10,1,Collaborative,3.39061659231504,1,1,0,6.72225194403867,4,Love,0,0,8.57955995053788,1
32,16,1,Bachelor,Part-time,52657,Same Religion,1,8.57289078334143,1,Avoidant,7.55288188628921,0,0,0,5.22800664020393,5,Love,0,0,5.21472606517033,0
23,19,0,Master,Full-time,43755,Different Religion,1,5.05860232432992,2,Collaborative,4.89939579387401,1,0,0,6.79175214460387,2,Arranged,1,0,8.48093855662531,0
30,7,3,Bachelor,Unemployed,71019,Different Religion,1,7.76590961970765,3,Aggressive,5.5880506272403,0,0,0,5.89597403282965,3,Love,1,0,6.96548555374984,0
25,17,1,Master,Homemaker,63879,Same Religion,0,9.82240253313238,0,Collaborative,6.36123767751648,0,0,0,8.43255217963185,4,Love,0,0,3.18855077890152,1
24,3,0,Master,Homemaker,36081,Same Religion,1,7.06748172936321,2,Passive,4.43736963158968,0,0,0,9.01168677561119,1,Love,1,0,6.49161172607937,0
27,5,3,High School,Full-time,49695,Not Religious,1,5.30979129967623,1,Passive,4.12023444560429,0,0,0,6.78933370836547,2,Love,1,0,7.41535063452638,1
22,3,1,Bachelor,Full-time,74908,Same Religion,1,8.74744192456827,1,Collaborative,2.72567830996863,1,1,0,8.11906239735086,1,Love,0,0,7.94419183909169,0
25,6,2,No Formal Education,Full-time,67782,Same Religion,1,3.45262839188633,1,Collaborative,2.47901705581177,0,1,1,6.11516367435616,6,Love,0,0,10,1
22,3,1,No Formal Education,Full-time,68620,Different Religion,0,6.28290679418948,3,Collaborative,1,0,0,1,8.15525175698615,4,Other,1,0,6.55448361077375,1
37,32,0,High School,Full-time,96906,Different Religion,1,7.5177057497425,1,Avoidant,5.40929539919762,1,0,0,6.30487219345769,2,Love,0,0,6.22671558166187,0
28,3,2,High School,Full-time,79919,Not Religious,1,5.78463866181178,1,Aggressive,5.40807423443054,1,0,0,5.64526263066721,3,Love,0,0,5.52190345955786,1
24,1,0,High School,Homemaker,57664,Not Religious,1,7.25100485009265,1,Passive,6.16709402786567,1,1,1,1.97459147952631,5,Love,1,0,7.61432916749192,1
29,7,1,Bachelor,Part-time,51921,Not Religious,0,7.30501831073304,2,Collaborative,7.2183113201299,1,1,0,6.68961583667927,3,Love,0,0,8.38890994006854,1
27,1,1,Bachelor,Part-time,46397,Same Religion,1,7.12011729464837,0,Aggressive,5.57458392636481,0,0,0,6.68088215234474,2,Love,0,0,5.15676742890766,0
26,1,1,Bachelor,Full-time,50804,Same Religion,1,5.62304368669509,2,Aggressive,1.52757301501019,1,0,0,3.70934724529131,3,Love,0,0,5.90541903827646,0
31,2,1,Master,Part-time,28017,Same Religion,1,5.19416570446872,5,Aggressive,3.28587873125442,0,0,0,4.82121551792245,3,Love,1,0,8.50406014087614,1
31,6,1,Bachelor,Homemaker,35678,Same Religion,1,5.7692310218943,1,Aggressive,2.52753237869442,0,0,1,2.87565395369902,3,Arranged,1,0,7.44374441915527,0
25,5,0,Master,Part-time,73155,Same Religion,1,3.2566135354111,2,Passive,2.59620212828261,0,0,0,7.51642425626959,1,Arranged,0,0,3.47827256866765,0
25,16,5,High School,Full-time,90695,Same Religion,1,8.75235207920465,4,Aggressive,6.41573806974818,0,0,0,4.60784472263683,4,Love,1,0,2.48528796983585,1
26,13,0,High School,Full-time,61104,Same Religion,0,7.08230302710112,0,Aggressive,5.1708276485876,0,1,0,7.49051954385874,5,Love,1,0,6.92138261624367,1
18,5,0,Bachelor,Homemaker,45947,Same Religion,1,6.33717310469663,4,Avoidant,2.78429672073674,0,0,0,5.01845118730591,1,Arranged,1,0,3.89888448537963,1
20,4,3,High School,Full-time,10000,Same Religion,1,4.64517927493929,2,Passive,6.83204006665653,0,0,1,4.20467844048003,1,Love,1,0,6.98787029427887,0
34,3,1,Bachelor,Part-time,94077,Same Religion,0,6.25776627192723,2,Passive,4.48417642440455,0,0,0,8.09461294023613,1,Arranged,1,0,8.74725192920543,1
36,14,3,Master,Full-time,33229,Not Religious,0,6.21750102769844,0,Aggressive,3.15044271330718,0,0,1,4.76011960758653,1,Arranged,1,0,7.77280529040749,0
26,1,2,High School,Full-time,30557,Different Religion,1,5.12892161173197,1,Collaborative,6.03396109254588,0,0,0,8.04569960708735,2,Love,0,0,6.68405117801092,0
30,1,2,Master,Homemaker,54050,Not Religious,1,8.10018490951294,3,Passive,8.43755840832499,0,0,0,4.50612416658003,5,Love,1,0,6.48712867427879,0
29,15,1,Bachelor,Full-time,59153,Same Religion,0,3.7390367260688,3,Collaborative,3.41539704202612,0,0,0,5.66916816449185,2,Arranged,1,0,7.1436235522541,1
43,6,2,High School,Full-time,60207,Same Religion,1,4.17888886438894,2,Collaborative,2.65696324968805,0,0,0,8.57752974288509,4,Arranged,0,0,6.90316487908116,0
33,1,0,Bachelor,Full-time,42901,Same Religion,1,8.22310079684049,0,Collaborative,6.12121428239371,1,0,0,6.56025996581886,1,Love,0,0,8.0122250217446,1
27,2,1,Master,Homemaker,68314,Different Religion,1,9.00824547739133,4,Avoidant,5.44539923856917,1,0,1,7.78190098922963,1,Other,0,0,4.68056547194568,0
23,26,0,Bachelor,Full-time,49564,Not Religious,1,6.55799458005395,1,Aggressive,3.92730934867391,0,1,0,10,1,Love,0,0,4.7192923252495,0
19,19,1,Bachelor,Unemployed,50060,Same Religion,0,4.02555741313594,4,Collaborative,3.49118348995064,0,0,0,5.72776172363401,4,Love,1,0,6.01815559968729,1
29,12,0,PhD,Full-time,54425,Not Religious,1,8.644561100989,2,Passive,5.37329547221986,1,0,1,7.84579372916823,1,Arranged,1,0,4.65400483411119,1
24,6,1,Master,Unemployed,46461,Same Religion,1,6.42305454586689,0,Collaborative,2.09432348217704,0,1,0,5.97684793444271,3,Arranged,1,0,5.44557707662456,0
20,7,1,High School,Homemaker,34914,Same Religion,1,6.24629756329841,2,Avoidant,3.97277878663767,0,0,0,6.29227823104805,5,Love,0,0,4.16472016012417,0
24,36,3,Master,Full-time,36219,Different Religion,1,9.08955177097767,3,Aggressive,3.26735192253189,0,0,0,5.14868193941594,3,Love,0,0,7.28736149528899,1
22,33,0,Bachelor,Full-time,37896,Same Religion,0,7.66959252218026,0,Collaborative,2.70908879980427,0,0,0,6.26891523512634,3,Love,0,0,4.31278427556492,0
36,2,0,Master,Full-time,69121,Same Religion,1,5.26345987963475,3,Avoidant,5.62600793786735,0,1,1,3.87678079124733,2,Arranged,1,0,5.45924257285404,1
32,16,2,Bachelor,Unemployed,67982,Same Religion,1,2.85906585589784,2,Aggressive,9.63551038035388,0,0,0,8.33453554172049,2,Love,1,0,5.0302514249492,1
27,2,1,High School,Full-time,54624,Different Religion,1,5.36849188587779,2,Aggressive,1.12984114563639,1,1,0,10,2,Love,1,0,6.46950898111316,0
35,2,4,Bachelor,Full-time,55617,Same Religion,1,6.94771170060023,1,Aggressive,7.16447146440722,0,0,0,6.48306018681476,2,Arranged,1,0,8.94509686001217,0
28,11,0,Bachelor,Full-time,83350,Same Religion,1,7.27501649169186,5,Aggressive,5.23873235881363,0,0,1,5.04622018851292,3,Arranged,1,0,5.3808783633614,1
23,5,1,Bachelor,Full-time,70284,Not Religious,0,3.54796318051121,2,Aggressive,1,0,1,0,9.59815922599404,3,Love,1,0,3.96378723263763,0
35,26,2,Master,Full-time,91297,Same Religion,1,4.7012891549498,0,Collaborative,4.0911505217321,1,0,0,5.38242481024387,1,Love,1,0,5.68423447470072,0
30,1,4,Master,Homemaker,48453,Same Religion,1,1,4,Collaborative,10,1,0,0,5.14089922820113,4,Other,0,0,7.6450020204529,1
22,7,3,Bachelor,Homemaker,36700,Same Religion,1,6.69279992183384,2,Collaborative,1,0,0,1,6.50568590216294,1,Love,1,0,9.31788795391793,1
